-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/31/2025 in LST
Location: latitude  32.6676   longitude -115.4266 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 156.89 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS2M
2021,1,31,3.7666,12.31,44.46,1.33
2021,2,1,1.9442,15.41,40.72,1.2
2021,2,2,3.4522,19.46,39.84,1.13
2021,2,3,4.387,19.57,39.04,2.81
2021,2,4,4.6385,15.12,39.87,2.67
2021,2,5,4.8499,15.13,30.38,2.02
2021,2,6,4.9157,16.05,32.59,1.67
2021,2,7,4.8516,16.02,27.47,1.47
2021,2,8,4.8504,16.48,32.5,1.62
2021,2,9,2.9642,14.72,48.31,1.49
2021,2,10,4.6255,15.24,48.14,2.43
2021,2,11,4.6193,17.66,44.87,1.95
2021,2,12,4.1018,15.31,53.13,4.3
2021,2,13,3.5578,15.53,50.71,4.71
2021,2,14,4.2451,13.59,43.32,3.56
2021,2,15,3.0667,14.86,47.52,1.39
2021,2,16,4.4918,15.31,54.7,3.9
2021,2,17,5.2714,13.67,41.02,3.15
2021,2,18,5.4329,11.25,29.19,2.45
2021,2,19,5.3753,13.77,24.85,1.45
2021,2,20,5.377,15.97,33.04,3.24
2021,2,21,5.5397,13.18,32.12,2.53
2021,2,22,5.6902,14.74,27.77,1.81
2021,2,23,5.802,17.75,25.62,1.52
2021,2,24,5.6522,19.33,26.03,1.97
2021,2,25,5.8889,13.23,20.87,3.3
2021,2,26,5.8337,14.64,22.32,1.58
2021,2,27,5.6714,15.41,27.54,2.63
2021,2,28,6.0391,11.3,26.09,2.72
2021,3,1,6.0214,13.08,19.37,1.46
2021,3,2,5.995,14.87,20.46,1.44
2021,3,3,4.7215,13.83,45.87,2.63
2021,3,4,5.8322,14.93,54.41,1.12
2021,3,5,6.0031,17.52,36.0,1.5
2021,3,6,6.042,18.88,39.1,3.13
2021,3,7,4.9445,18.19,38.07,2.01
2021,3,8,5.7607,17.21,44.0,3.17
2021,3,9,6.0696,14.56,50.44,4.6
2021,3,10,5.0465,12.41,58.19,3.25
2021,3,11,3.9187,10.95,58.69,1.45
2021,3,12,4.86,10.66,53.23,2.01
2021,3,13,5.6398,13.08,53.9,4.45
2021,3,14,6.2964,15.41,47.06,2.36
2021,3,15,5.8044,14.66,47.92,4.8
2021,3,16,6.5194,13.59,42.64,2.6
2021,3,17,6.4003,13.8,40.9,1.48
2021,3,18,6.6007,17.56,29.45,1.69
2021,3,19,6.6497,21.54,26.68,1.86
2021,3,20,6.4742,19.65,42.82,4.09
2021,3,21,6.6372,16.27,35.47,4.23
2021,3,22,6.7956,17.41,31.44,3.07
2021,3,23,5.4509,15.49,50.61,5.13
2021,3,24,6.9206,16.7,29.95,3.72
2021,3,25,6.2969,14.58,46.0,4.49
2021,3,26,6.3602,14.26,48.83,2.69
2021,3,27,7.2118,18.3,21.87,2.32
2021,3,28,7.1321,21.9,14.73,1.58
2021,3,29,6.961,22.73,16.9,2.02
2021,3,30,7.3745,20.03,16.24,3.18
2021,3,31,7.4189,20.29,12.49,2.07
2021,4,1,6.7838,22.83,13.43,1.88
2021,4,2,7.2629,25.37,17.91,3.78
2021,4,3,7.2938,26.69,11.77,3.33
2021,4,4,6.9511,27.89,10.56,4.06
2021,4,5,6.0826,27.2,19.27,5.4
2021,4,6,7.2794,24.62,24.38,4.02
2021,4,7,7.2233,27.07,16.76,3.07
2021,4,8,7.0303,26.2,20.33,5.07
2021,4,9,7.6999,25.56,16.96,2.5
2021,4,10,7.4765,26.73,18.64,2.33
2021,4,11,6.919,23.96,23.3,1.99
2021,4,12,7.5386,24.68,31.36,2.0
2021,4,13,7.0404,21.54,35.55,3.71
2021,4,14,6.8242,20.31,32.1,3.65
2021,4,15,7.129,19.66,28.92,3.09
2021,4,16,6.7706,21.65,27.45,2.43
2021,4,17,7.6284,22.09,23.32,3.13
2021,4,18,7.937,22.24,14.07,3.6
2021,4,19,8.095,24.58,11.62,1.89
2021,4,20,8.0172,25.77,12.58,2.54
2021,4,21,7.7827,20.21,35.93,4.5
2021,4,22,7.554,19.89,45.42,4.2
2021,4,23,7.8437,21.81,39.04,2.4
2021,4,24,7.782,22.91,31.55,2.32
2021,4,25,8.0134,22.2,28.44,2.72
2021,4,26,3.4934,16.61,49.68,3.8
2021,4,27,7.4246,17.64,41.82,3.4
2021,4,28,8.1118,22.56,23.92,3.93
2021,4,29,8.3386,27.7,13.16,2.18
2021,4,30,8.2762,31.13,10.36,2.47
2021,5,1,7.105,29.84,10.6,3.8
2021,5,2,7.8977,22.93,30.11,5.72
2021,5,3,8.1739,25.43,26.51,3.49
2021,5,4,8.2894,26.59,19.76,1.89
2021,5,5,8.1571,27.58,19.78,2.34
2021,5,6,8.1864,27.76,22.75,2.46
2021,5,7,8.2637,26.86,23.6,2.14
2021,5,8,8.4077,25.52,22.63,2.6
2021,5,9,8.2786,26.52,27.4,2.29
2021,5,10,8.2536,25.55,27.34,2.27
2021,5,11,8.268,26.73,25.56,1.96
2021,5,12,8.3203,27.95,23.58,2.06
2021,5,13,8.4881,29.05,19.56,2.47
2021,5,14,8.5248,28.23,18.25,2.52
2021,5,15,8.3974,25.42,27.42,4.03
2021,5,16,8.1766,21.88,40.7,5.01
2021,5,17,8.064,23.46,43.53,4.8
2021,5,18,8.1046,27.57,33.6,3.48
2021,5,19,8.3402,28.41,23.31,4.43
2021,5,20,6.5753,24.84,25.22,5.03
2021,5,21,8.5495,19.52,33.1,4.69
2021,5,22,8.5661,19.39,31.67,3.83
2021,5,23,8.4091,22.26,25.21,2.46
2021,5,24,8.5594,26.2,19.15,2.19
2021,5,25,8.2428,29.81,14.3,1.77
2021,5,26,8.2253,29.61,14.03,2.03
2021,5,27,8.795,27.99,15.44,2.71
2021,5,28,8.6638,28.37,18.42,2.59
2021,5,29,8.575,28.14,18.49,2.22
2021,5,30,8.5464,27.84,21.92,2.26
2021,5,31,8.4127,28.51,25.79,2.16
2021,6,1,8.4715,29.97,18.85,2.02
2021,6,2,7.9354,31.52,21.31,2.09
2021,6,3,8.351,33.1,18.83,2.91
2021,6,4,8.4744,32.62,17.98,2.43
2021,6,5,8.5123,31.87,12.63,2.66
2021,6,6,8.537,30.26,17.09,2.57
2021,6,7,7.8494,27.8,25.65,2.96
2021,6,8,8.3652,26.63,29.35,2.48
2021,6,9,7.597,27.47,26.03,3.88
2021,6,10,8.6119,26.91,17.53,3.68
2021,6,11,8.8651,29.43,13.82,2.94
2021,6,12,9.023,32.44,10.68,2.74
2021,6,13,8.9623,34.12,10.92,2.8
2021,6,14,8.0628,35.31,10.6,2.37
2021,6,15,7.8677,37.59,7.61,2.41
2021,6,16,6.8794,37.18,14.91,2.43
2021,6,17,7.5994,39.0,14.61,2.57
2021,6,18,7.7722,39.32,14.43,2.53
2021,6,19,8.1374,38.62,15.24,2.58
2021,6,20,8.6174,37.72,11.82,3.83
2021,6,21,8.3023,36.58,15.98,2.09
2021,6,22,5.7463,36.49,18.92,2.52
2021,6,23,6.8983,33.88,26.09,1.96
2021,6,24,8.1218,33.12,27.29,2.61
2021,6,25,8.833,33.63,14.18,3.06
2021,6,26,8.8202,35.08,13.45,2.75
2021,6,27,8.658,37.97,13.25,2.22
2021,6,28,8.3299,37.14,18.38,2.69
2021,6,29,7.1321,35.21,26.32,2.24
2021,6,30,7.519,34.79,28.92,1.95
2021,7,1,8.0815,35.78,27.29,2.27
2021,7,2,4.7282,35.8,21.88,1.91
2021,7,3,6.461,36.14,21.78,2.78
2021,7,4,7.5384,35.48,17.58,2.37
2021,7,5,8.5361,36.36,9.52,4.08
2021,7,6,8.5164,36.65,9.04,3.02
2021,7,7,8.2466,36.83,16.6,2.5
2021,7,8,7.5962,36.24,28.67,2.53
2021,7,9,7.9078,37.51,25.6,1.97
2021,7,10,7.6361,39.43,18.07,3.93
2021,7,11,6.9984,37.87,21.43,2.75
2021,7,12,7.3025,35.06,31.12,2.67
2021,7,13,7.104,36.03,30.85,2.06
2021,7,14,7.5082,37.27,20.11,1.69
2021,7,15,7.7294,36.68,19.71,1.66
2021,7,16,7.8708,36.61,22.25,1.79
2021,7,17,6.4548,34.71,32.38,1.92
2021,7,18,7.6548,35.66,34.03,2.81
2021,7,19,7.787,37.24,25.14,1.79
2021,7,20,6.1418,37.22,23.3,2.02
2021,7,21,7.122,38.05,25.27,2.45
2021,7,22,6.8556,36.63,31.67,1.99
2021,7,23,6.9725,35.51,28.41,2.19
2021,7,24,4.9634,35.73,29.12,1.97
2021,7,25,4.2444,31.0,50.8,1.89
2021,7,26,6.9984,31.98,42.82,2.71
2021,7,27,7.7926,34.4,30.51,2.13
2021,7,28,7.5007,35.9,24.99,2.13
2021,7,29,7.2494,37.26,21.12,2.93
2021,7,30,5.0278,31.39,44.28,3.08
2021,7,31,7.23,33.45,41.83,2.22
2021,8,1,8.1043,35.89,14.79,3.06
2021,8,2,8.029,37.97,12.72,2.94
2021,8,3,7.9404,39.32,13.81,2.95
2021,8,4,7.7774,40.14,13.99,2.88
2021,8,5,7.7486,39.17,16.93,2.71
2021,8,6,7.853,37.11,19.91,2.64
2021,8,7,7.8806,37.04,16.3,2.06
2021,8,8,7.6301,36.18,22.87,2.35
2021,8,9,7.2686,35.38,30.6,2.17
2021,8,10,6.5935,34.83,31.04,2.48
2021,8,11,7.1311,34.32,40.38,1.34
2021,8,12,7.0704,35.73,30.55,1.86
2021,8,13,7.0188,35.22,22.43,3.17
2021,8,14,5.3926,34.29,28.53,2.39
2021,8,15,5.2471,35.0,34.43,2.17
2021,8,16,6.7361,35.75,31.61,2.32
2021,8,17,6.7428,35.03,34.29,2.04
2021,8,18,7.2814,32.93,36.19,3.34
2021,8,19,7.4654,31.02,36.66,1.86
2021,8,20,7.0918,30.47,33.53,2.19
2021,8,21,7.3663,30.34,32.28,2.44
2021,8,22,7.4542,29.89,34.43,2.46
2021,8,23,7.4854,31.65,24.57,2.64
2021,8,24,7.0063,33.73,18.57,2.49
2021,8,25,7.1412,36.82,19.0,2.86
2021,8,26,7.2497,37.97,13.58,3.14
2021,8,27,7.2185,39.41,11.44,2.49
2021,8,28,6.4572,37.39,18.4,2.91
2021,8,29,4.6606,36.45,26.73,1.77
2021,8,30,5.665,36.24,30.0,2.5
2021,8,31,5.3698,33.25,33.95,2.36
2021,9,1,6.7094,31.45,32.52,2.25
2021,9,2,6.9766,31.74,31.13,2.19
2021,9,3,6.9677,33.13,28.79,2.15
2021,9,4,7.0766,34.25,17.65,2.09
2021,9,5,6.9156,36.23,17.43,2.45
2021,9,6,6.7598,34.11,30.76,2.36
2021,9,7,6.6658,35.57,26.15,2.17
2021,9,8,6.4495,34.77,27.81,2.95
2021,9,9,6.4999,36.14,27.76,2.13
2021,9,10,6.2429,36.03,22.91,2.18
2021,9,11,6.5688,36.56,21.82,2.13
2021,9,12,6.7073,37.33,17.09,2.54
2021,9,13,6.7721,36.9,12.85,2.57
2021,9,14,6.6377,34.53,13.83,3.17
2021,9,15,6.7709,33.1,16.13,2.55
2021,9,16,6.6091,33.05,19.24,2.59
2021,9,17,5.9947,32.44,25.47,2.41
2021,9,18,6.4591,31.81,21.91,2.53
2021,9,19,6.7193,30.77,18.96,2.47
2021,9,20,6.499,30.44,19.72,2.17
2021,9,21,6.4807,32.26,16.05,1.6
2021,9,22,6.3396,33.59,15.35,1.67
2021,9,23,3.9792,32.96,26.87,1.83
2021,9,24,1.5986,31.38,27.18,1.63
2021,9,25,5.381,29.4,43.85,1.83
2021,9,26,5.0376,28.6,37.79,2.52
2021,9,27,5.6671,28.55,34.91,2.27
2021,9,28,5.6501,26.73,37.77,3.96
2021,9,29,5.7458,24.14,37.96,2.12
2021,9,30,6.0559,26.33,21.99,2.22
2021,10,1,6.155,26.81,12.62,1.66
2021,10,2,5.3647,28.18,17.33,1.31
2021,10,3,5.4552,29.68,19.41,1.53
2021,10,4,4.9339,29.67,24.31,2.78
2021,10,5,5.3582,25.98,45.57,2.14
2021,10,6,5.352,26.34,46.83,2.26
2021,10,7,4.1434,25.93,38.85,2.26
2021,10,8,3.2904,22.93,47.22,3.51
2021,10,9,5.2858,22.0,38.35,3.72
2021,10,10,5.7708,23.49,24.59,2.47
2021,10,11,5.5757,21.91,33.39,5.97
2021,10,12,5.7204,17.74,28.65,2.93
2021,10,13,5.6076,18.5,22.17,1.61
2021,10,14,5.4552,20.88,21.28,1.7
2021,10,15,5.5418,20.92,17.52,2.35
2021,10,16,5.3909,22.63,16.37,1.71
2021,10,17,5.1821,23.85,26.9,2.27
2021,10,18,4.9915,19.2,48.98,4.03
2021,10,19,5.2838,18.33,40.69,2.23
2021,10,20,5.0928,20.64,34.22,1.68
2021,10,21,5.0472,22.54,25.01,1.48
2021,10,22,5.0302,23.92,20.8,1.95
2021,10,23,4.6454,21.83,36.55,3.64
2021,10,24,4.8276,22.29,41.36,2.15
2021,10,25,4.6298,21.14,49.29,3.69
2021,10,26,5.0021,18.58,37.75,3.0
2021,10,27,4.8715,21.38,25.1,1.95
2021,10,28,4.8382,24.02,25.58,2.09
2021,10,29,4.8175,25.12,22.6,1.57
2021,10,30,4.7578,25.24,21.01,1.87
2021,10,31,4.7124,23.28,28.05,1.85
2021,11,1,3.9674,22.9,29.76,1.54
2021,11,2,4.6411,22.62,30.22,1.99
2021,11,3,4.4734,23.78,28.56,1.82
2021,11,4,4.6066,24.37,19.61,1.51
2021,11,5,4.4383,24.74,20.21,1.45
2021,11,6,4.435,23.12,25.28,1.57
2021,11,7,3.8837,23.21,23.32,1.53
2021,11,8,4.3788,21.76,24.84,2.13
2021,11,9,4.3039,22.31,33.36,3.7
2021,11,10,4.2406,22.32,39.7,2.67
2021,11,11,4.3834,23.12,22.01,2.79
2021,11,12,4.3481,23.68,22.9,1.89
2021,11,13,4.2538,23.85,21.81,1.57
2021,11,14,4.1674,23.46,17.66,1.37
2021,11,15,4.2358,23.74,13.76,1.35
2021,11,16,3.0754,22.09,17.78,2.14
2021,11,17,3.889,21.16,23.59,1.69
2021,11,18,3.6223,19.66,25.96,1.39
2021,11,19,3.3113,21.2,23.63,1.3
2021,11,20,3.3173,19.74,30.59,1.34
2021,11,21,3.5484,20.65,23.33,2.18
2021,11,22,2.7938,20.11,18.71,1.61
2021,11,23,1.8979,20.91,36.15,2.32
2021,11,24,3.8369,17.35,30.76,3.02
2021,11,25,3.9317,15.15,17.31,3.22
2021,11,26,3.8194,16.38,23.56,1.82
2021,11,27,3.8405,18.36,13.51,1.39
2021,11,28,3.8714,19.63,10.75,1.45
2021,11,29,3.8479,19.69,14.6,1.58
2021,11,30,3.7039,20.33,16.45,1.6
2021,12,1,3.5419,20.01,19.16,1.54
2021,12,2,3.6919,21.07,21.17,1.54
2021,12,3,3.5652,20.47,31.93,1.73
2021,12,4,3.4061,19.77,35.59,1.59
2021,12,5,3.7476,19.7,26.71,1.95
2021,12,6,3.4584,19.22,19.28,1.43
2021,12,7,1.649,15.87,48.26,1.51
2021,12,8,3.336,17.57,57.12,1.38
2021,12,9,1.9358,15.85,66.77,2.43
2021,12,10,2.767,12.53,46.78,2.2
2021,12,11,3.6286,10.55,25.48,1.55
2021,12,12,3.5621,11.59,30.85,1.43
2021,12,13,1.9421,13.0,61.14,0.97
2021,12,14,2.9304,14.12,63.08,3.54
2021,12,15,3.5254,9.7,46.54,1.84
2021,12,16,3.5482,10.4,52.31,1.83
2021,12,17,3.5602,11.51,52.08,1.95
2021,12,18,3.691,11.22,27.75,1.86
2021,12,19,3.5798,11.47,23.33,1.45
2021,12,20,3.3878,11.78,23.14,1.21
2021,12,21,1.8463,12.94,29.31,1.26
2021,12,22,2.8901,15.15,25.22,1.09
2021,12,23,2.3249,18.52,44.54,1.71
2021,12,24,2.9722,14.83,67.87,2.46
2021,12,25,2.5265,13.22,67.38,1.29
2021,12,26,3.3811,12.08,61.47,2.07
2021,12,27,1.7522,10.46,63.71,2.66
2021,12,28,2.904,10.81,71.32,2.59
2021,12,29,2.7326,11.0,68.78,1.08
2021,12,30,2.8169,11.96,76.09,1.41
2021,12,31,2.8274,13.2,72.46,2.33
2022,1,1,3.7378,9.54,42.44,2.08
2022,1,2,3.7776,6.68,38.13,1.66
2022,1,3,3.8002,8.39,39.53,1.67
2022,1,4,3.6494,11.39,42.34,1.83
2022,1,5,3.6082,12.16,36.8,1.32
2022,1,6,3.6122,14.14,36.45,1.14
2022,1,7,3.6794,15.0,41.91,1.23
2022,1,8,3.222,13.6,57.74,1.76
2022,1,9,3.636,13.2,46.72,1.5
2022,1,10,2.7067,12.46,39.56,1.96
2022,1,11,3.1296,13.53,34.6,1.57
2022,1,12,2.8205,14.62,28.22,1.46
2022,1,13,3.2376,17.06,26.7,1.09
2022,1,14,2.6712,17.95,33.76,1.91
2022,1,15,1.9853,14.5,35.47,1.14
2022,1,16,3.0106,15.81,36.88,1.29
2022,1,17,3.5566,17.16,61.91,1.2
2022,1,18,3.4793,16.25,64.0,2.29
2022,1,19,3.8407,16.13,55.74,1.94
2022,1,20,4.1045,15.18,32.57,2.3
2022,1,21,3.9962,15.5,28.9,1.77
2022,1,22,2.8416,13.76,38.73,2.86
2022,1,23,4.0078,14.37,36.04,2.24
2022,1,24,4.3066,16.52,27.75,1.67
2022,1,25,3.9382,15.55,29.29,2.07
2022,1,26,4.3253,13.13,29.71,1.72
2022,1,27,4.2898,12.64,25.39,1.78
2022,1,28,3.3605,11.94,25.37,2.31
2022,1,29,3.0293,13.54,22.93,1.72
2022,1,30,4.3798,15.37,28.55,2.31
2022,1,31,3.3103,16.0,23.73,1.44
2022,2,1,3.6391,14.97,46.31,1.5
2022,2,2,4.8202,10.44,32.87,3.57
2022,2,3,4.6781,9.13,20.86,2.61
2022,2,4,4.8317,9.36,26.46,2.11
2022,2,5,4.7026,10.78,23.89,1.72
2022,2,6,4.9214,14.21,20.54,2.2
2022,2,7,4.8146,14.63,21.83,1.82
2022,2,8,4.7424,15.67,18.87,1.82
2022,2,9,4.9618,17.89,16.51,2.29
2022,2,10,4.8264,19.27,20.95,2.68
2022,2,11,4.8451,21.29,19.96,1.87
2022,2,12,4.9574,20.62,14.99,1.65
2022,2,13,5.0004,19.39,12.83,1.37
2022,2,14,5.0107,19.22,15.31,1.78
2022,2,15,4.8118,14.94,48.31,4.62
2022,2,16,4.883,13.82,48.87,3.88
2022,2,17,5.3126,13.87,30.7,2.71
2022,2,18,5.3004,14.42,19.15,1.55
2022,2,19,5.3518,17.44,16.21,1.39
2022,2,20,5.154,17.38,24.22,1.77
2022,2,21,5.0599,14.36,50.17,4.93
2022,2,22,4.7429,12.24,61.24,3.69
2022,2,23,4.5854,9.87,58.82,3.8
2022,2,24,5.4043,8.79,38.24,1.58
2022,2,25,5.3182,10.17,24.4,1.7
2022,2,26,5.7262,11.44,23.23,2.36
2022,2,27,4.6898,12.73,19.26,1.56
2022,2,28,5.8183,17.2,13.89,1.8
2022,3,1,5.7338,19.36,15.07,1.91
2022,3,2,4.9406,21.6,16.81,1.43
2022,3,3,5.3443,21.05,23.67,2.45
2022,3,4,4.116,14.77,59.26,3.51
2022,3,5,5.6318,13.2,55.05,4.67
2022,3,6,5.844,12.58,48.49,2.02
2022,3,7,5.8526,13.41,32.36,2.76
2022,3,8,6.115,13.18,23.2,2.39
2022,3,9,6.0466,17.01,29.86,2.37
2022,3,10,5.4624,15.35,34.97,3.55
2022,3,11,6.3641,13.69,14.89,2.5
2022,3,12,6.2328,16.16,17.77,1.63
2022,3,13,6.1126,20.04,26.23,4.0
2022,3,14,6.3538,20.74,25.68,2.12
2022,3,15,6.4822,22.16,18.29,1.78
2022,3,16,6.2494,21.91,31.53,3.93
2022,3,17,6.353,21.46,21.92,2.34
2022,3,18,6.6442,22.05,20.21,1.57
2022,3,19,6.0125,21.93,26.55,3.17
2022,3,20,6.0461,17.92,47.59,5.11
2022,3,21,6.3454,19.81,22.05,3.64
2022,3,22,6.7718,22.01,20.14,2.74
2022,3,23,7.0085,22.12,13.81,1.63
2022,3,24,6.9605,24.05,9.12,1.34
2022,3,25,6.665,25.66,13.97,1.48
2022,3,26,6.6516,26.2,16.93,2.14
2022,3,27,7.0282,24.2,18.79,1.75
2022,3,28,5.8166,20.27,37.3,2.79
2022,3,29,6.3134,17.46,52.66,4.15
2022,3,30,7.0217,20.47,40.19,2.66
2022,3,31,6.5424,19.8,40.68,2.09
2022,4,1,6.9442,20.73,37.88,1.85
2022,4,2,6.913,21.07,45.49,2.02
2022,4,3,6.727,21.2,48.21,3.31
2022,4,4,6.7464,23.77,39.0,2.77
2022,4,5,7.1398,27.11,21.78,1.93
2022,4,6,7.4234,25.56,18.76,2.77
2022,4,7,7.6493,25.59,10.31,2.35
2022,4,8,7.7158,27.38,9.92,1.82
2022,4,9,7.0226,28.23,16.63,3.4
2022,4,10,7.4314,23.68,27.58,3.13
2022,4,11,7.3582,20.98,39.12,4.59
2022,4,12,7.5588,17.29,35.5,4.41
2022,4,13,7.7561,17.55,28.12,2.51
2022,4,14,7.6224,21.0,21.53,2.27
2022,4,15,6.7394,21.86,28.94,2.18
2022,4,16,7.6399,21.35,39.22,4.75
2022,4,17,7.9109,22.93,31.09,2.63
2022,4,18,7.6267,27.29,14.65,3.29
2022,4,19,7.2734,26.1,18.12,4.35
2022,4,20,7.6363,22.39,35.93,4.79
2022,4,21,7.8168,22.22,35.66,4.09
2022,4,22,7.3106,18.33,46.67,4.98
2022,4,23,7.794,20.07,29.08,2.95
2022,4,24,7.9565,22.24,15.36,2.64
2022,4,25,8.0542,24.51,11.11,1.93
2022,4,26,7.015,26.99,14.65,1.81
2022,4,27,8.0585,24.79,23.27,2.58
2022,4,28,8.1024,21.55,34.19,4.48
2022,4,29,8.1646,22.47,29.5,2.6
2022,4,30,8.0695,27.37,18.55,2.24
2022,5,1,8.0611,25.36,21.37,3.57
2022,5,2,8.1461,24.9,24.61,2.57
2022,5,3,7.7894,24.43,29.77,2.26
2022,5,4,8.2726,25.68,20.99,2.39
2022,5,5,8.0707,28.48,16.17,1.79
2022,5,6,8.1816,29.89,10.61,1.9
2022,5,7,8.0479,27.67,21.07,4.07
2022,5,8,8.3297,23.41,28.77,5.52
2022,5,9,8.3556,21.57,31.42,3.99
2022,5,10,8.2212,21.36,28.11,3.8
2022,5,11,8.4067,19.35,27.6,4.51
2022,5,12,8.6064,21.67,16.62,2.42
2022,5,13,8.3868,26.69,14.37,2.15
2022,5,14,8.4571,30.95,12.14,2.18
2022,5,15,8.3616,32.41,6.41,2.39
2022,5,16,8.1914,29.97,14.73,3.77
2022,5,17,8.593,28.87,19.28,2.7
2022,5,18,8.4077,27.24,21.74,2.2
2022,5,19,8.418,28.54,21.33,1.85
2022,5,20,8.4166,26.06,32.62,3.09
2022,5,21,8.3806,24.12,30.4,2.48
2022,5,22,8.3606,25.65,28.87,2.3
2022,5,23,8.1384,27.68,26.13,2.31
2022,5,24,8.1732,28.85,24.88,2.15
2022,5,25,8.3909,30.86,17.08,2.31
2022,5,26,8.5238,30.67,20.44,2.59
2022,5,27,8.4149,29.72,21.96,2.59
2022,5,28,8.1799,25.66,33.65,5.46
2022,5,29,8.5152,24.54,35.61,5.66
2022,5,30,8.6537,25.86,26.16,3.92
2022,5,31,8.711,27.28,20.61,2.65
2022,6,1,8.5982,29.68,16.39,1.87
2022,6,2,8.5642,31.49,15.29,2.54
2022,6,3,8.0177,30.26,17.93,2.33
2022,6,4,8.6186,29.54,22.43,3.12
2022,6,5,8.1326,29.91,29.8,4.0
2022,6,6,8.3479,31.89,29.43,2.37
2022,6,7,8.2282,32.41,26.18,2.67
2022,6,8,8.292,32.56,25.45,2.26
2022,6,9,7.5998,33.47,24.84,2.67
2022,6,10,8.1931,36.06,19.71,2.56
2022,6,11,7.6298,37.4,16.06,2.65
2022,6,12,8.4185,36.46,11.19,2.91
2022,6,13,8.8378,31.18,20.32,5.22
2022,6,14,8.7562,30.1,21.55,2.74
2022,6,15,8.7806,32.31,18.23,2.27
2022,6,16,8.8409,33.87,14.41,2.69
2022,6,17,8.6148,31.56,18.24,3.86
2022,6,18,8.7134,28.27,19.45,3.29
2022,6,19,9.0497,27.15,19.86,2.96
2022,6,20,8.9254,30.85,12.72,2.21
2022,6,21,7.9692,33.62,15.71,2.28
2022,6,22,6.9679,34.83,20.53,2.26
2022,6,23,7.9896,36.14,20.43,2.48
2022,6,24,7.9111,36.05,14.72,2.38
2022,6,25,8.418,36.23,14.23,2.77
2022,6,26,8.2846,35.21,23.42,3.55
2022,6,27,7.8638,35.16,33.63,1.64
2022,6,28,7.8319,37.61,21.9,2.13
2022,6,29,8.2558,37.4,13.76,2.72
2022,6,30,8.2471,36.22,18.0,2.79
2022,7,1,8.5913,35.14,13.84,3.99
2022,7,2,8.6693,33.99,17.35,3.33
2022,7,3,8.6798,31.46,19.05,3.31
2022,7,4,8.7482,30.51,21.76,2.95
2022,7,5,8.5394,31.11,23.01,2.79
2022,7,6,8.473,31.98,28.56,2.47
2022,7,7,8.5894,33.36,21.21,2.38
2022,7,8,8.611,34.55,15.92,2.83
2022,7,9,7.4568,35.78,11.42,2.39
2022,7,10,8.3172,36.48,11.43,2.75
2022,7,11,8.3146,36.97,13.62,2.92
2022,7,12,7.795,36.63,17.41,2.41
2022,7,13,7.7215,34.96,27.88,2.87
2022,7,14,6.8395,35.33,26.29,2.42
2022,7,15,7.9418,36.91,21.29,2.39
2022,7,16,7.8048,38.07,19.71,2.81
2022,7,17,7.2629,35.84,23.86,3.19
2022,7,18,7.5139,37.2,22.92,2.35
2022,7,19,7.1875,37.55,16.65,2.62
2022,7,20,6.787,37.49,15.85,1.97
2022,7,21,6.3408,37.9,15.02,2.97
2022,7,22,7.032,37.0,16.38,3.09
2022,7,23,6.7548,35.03,23.09,3.21
2022,7,24,7.0692,34.37,33.88,3.15
2022,7,25,6.3434,33.65,38.53,1.68
2022,7,26,7.2286,34.74,30.53,1.92
2022,7,27,6.2446,34.34,28.81,1.98
2022,7,28,6.7068,35.09,26.65,2.94
2022,7,29,5.4468,29.76,54.12,1.69
2022,7,30,6.2854,33.15,36.45,1.99
2022,7,31,7.1215,32.13,44.27,1.69
2022,8,1,6.3967,33.98,36.51,1.68
2022,8,2,7.1825,34.94,28.87,3.18
2022,8,3,5.8649,36.25,27.67,2.54
2022,8,4,4.0133,34.62,32.62,2.53
2022,8,5,7.1146,35.09,34.8,1.8
2022,8,6,7.3241,35.99,26.2,2.36
2022,8,7,6.2016,35.01,26.1,2.04
2022,8,8,6.6053,35.33,33.24,2.11
2022,8,9,6.7908,36.54,25.6,1.79
2022,8,10,7.2408,36.31,26.25,2.16
2022,8,11,5.91,34.97,28.53,1.33
2022,8,12,5.9542,34.85,31.16,2.97
2022,8,13,6.257,34.17,40.57,1.48
2022,8,14,6.1291,35.33,33.71,1.77
2022,8,15,6.8357,35.38,33.25,1.76
2022,8,16,6.5712,36.33,28.59,1.94
2022,8,17,7.0877,36.95,21.22,2.22
2022,8,18,7.0534,35.8,22.41,2.32
2022,8,19,6.8683,34.74,31.74,2.15
2022,8,20,6.5431,34.01,43.65,2.39
2022,8,21,6.5962,34.0,43.41,1.77
2022,8,22,6.6154,34.63,30.79,1.91
2022,8,23,7.0342,35.58,32.77,2.39
